Review text,Ratings
GoodREAD MORE,Positive Review
Good product and more durable then Mavis 2000. Price could have been little lower than 450/- range.READ MORE,Positive Review
nice oneREAD MORE,Positive Review
goodREAD MORE,Positive Review
It's feel like feather shuttle and durable also.READ MORE,Positive Review
good qualityREAD MORE,Positive Review
Genuine product.very satisfied with the performance.very slow and last long in indoor court.READ MORE,Positive Review
Awesome!!!READ MORE,Positive Review
goodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Very good productREAD MORE,Positive Review
good product satisfied but some shuttles are defective.READ MORE,Positive Review
I enjoyed playing with it. I received the latest design.READ MORE,Positive Review
SuperiorREAD MORE,Positive Review
thanksREAD MORE,Positive Review
good productREAD MORE,Positive Review
best.....READ MORE,Positive Review
Good qualityREAD MORE,Positive Review
good..READ MORE,Positive Review
Nice shuttlesREAD MORE,Positive Review
nice qualityREAD MORE,Positive Review
Worth buying it. Thanks Flipkart!!!READ MORE,Positive Review
not to heavy useREAD MORE,Negative Review
very niceREAD MORE,Positive Review
not wort.average quality.the bottom part doesnt meet the expectations from yonexREAD MORE,Negative Review
this item is very fantasticREAD MORE,Positive Review
Perfect shuttle to play a fantastic game. SuperREAD MORE,Positive Review
Good QualityREAD MORE,Positive Review
Good qualityREAD MORE,Positive Review
nice product....long lastingREAD MORE,Positive Review
"very bad quality,READ MORE",Positive Review
Its goodREAD MORE,Positive Review
nice productREAD MORE,Positive Review
Original as expectedREAD MORE,Positive Review
goodREAD MORE,Positive Review
Good qualityREAD MORE,Positive Review
Very slow shuttle. Feels like cheated on qualityREAD MORE,Negative Review
Nice productREAD MORE,Positive Review
goodREAD MORE,Positive Review
normalREAD MORE,Positive Review
as regularREAD MORE,Positive Review
These are the best ones..with right amount of bounce and weightREAD MORE,Positive Review
thank you very good shuttlesREAD MORE,Positive Review
thanks for replacementREAD MORE,Positive Review
"Very poor quality, it is not original.READ MORE",Negative Review
goodREAD MORE,Positive Review
NiceREAD MORE,Positive Review
awsome!!must buy..READ MORE,Positive Review
niceREAD MORE,Positive Review
evarageREAD MORE,Negative Review
superREAD MORE,Positive Review
Nice...READ MORE,Positive Review
GoodREAD MORE,Positive Review
Good packing..Not yet usedREAD MORE,Positive Review
Unbelievable at this price  :)READ MORE,Positive Review
BestREAD MORE,Positive Review
niceREAD MORE,Positive Review
Nice ProductREAD MORE,Positive Review
IT IS SUPERREAD MORE,Positive Review
Quick delivery and very genuine product and best price.READ MORE,Positive Review
very good quality and genuine product.READ MORE,Positive Review
Perfect cost effectiveREAD MORE,Positive Review
very good flip kart is best for online shoppingREAD MORE,Positive Review
GoodREAD MORE,Positive Review
"Quality as expected ,it’s the same as Wht u would buy from any sports shopREAD MORE",Positive Review
very good product I like itREAD MORE,Positive Review
nice n goodREAD MORE,Positive Review
niceREAD MORE,Positive Review
Recommended..READ MORE,Positive Review
original productREAD MORE,Positive Review
genuineREAD MORE,Positive Review
very niceREAD MORE,Positive Review
sach a nice productREAD MORE,Positive Review
Good one. I recommend this shuttlecock for the beginner.READ MORE,Positive Review
superREAD MORE,Positive Review
good product. speed delivery.READ MORE,Positive Review
excellentREAD MORE,Positive Review
PerfectREAD MORE,Negative Review
Original Product👍Packing is also good.READ MORE,Positive Review
ExcellentREAD MORE,Positive Review
"Worst product ever,  5 shuttles waste in 2 boxREAD MORE",Negative Review
Product is really good at cheap rate..delivery was good tooREAD MORE,Positive Review
not badREAD MORE,Positive Review
nice product .READ MORE,Positive Review
"the quality was not up to the earlier one, please ensure quality is up to the markREAD MORE",Negative Review
Original ProductREAD MORE,Positive Review
Best for gamrREAD MORE,Positive Review
Super shuttle i like very much thnx flipkartREAD MORE,Positive Review
think before buyREAD MORE,Negative Review
good one..READ MORE,Positive Review
Excelent quality.READ MORE,Positive Review
goodREAD MORE,Positive Review
AwesomeREAD MORE,Positive Review
Nice shuttle....READ MORE,Positive Review
not badREAD MORE,Negative Review
up to the expectation.READ MORE,Positive Review
Not badREAD MORE,Negative Review
last time I bought it..3 pieces were defective..it was damaged after playing for 15 min..READ MORE,Negative Review
niceREAD MORE,Positive Review
original yonexREAD MORE,Positive Review
niceREAD MORE,Negative Review
awesomeREAD MORE,Positive Review
awsome qualityREAD MORE,Positive Review
superREAD MORE,Positive Review
A genuine product....nice and clean play experience like 95% featherREAD MORE,Positive Review
I am happyREAD MORE,Positive Review
thanksREAD MORE,Positive Review
"Average, couple of shuttles in the box are not goodREAD MORE",Negative Review
GoodREAD MORE,Positive Review
"Few are good but few last for a day/6matches ,we play outdoor .READ MORE",Negative Review
Nice product.READ MORE,Positive Review
Packing damaged resulting damages to shuttle.READ MORE,Positive Review
original and cheaperREAD MORE,Positive Review
berry nice picREAD MORE,Positive Review
good .....looks original......READ MORE,Negative Review
Okay Okay QualityREAD MORE,Positive Review
Amazing delivery time.READ MORE,Positive Review
superREAD MORE,Positive Review
Genuine product with very cheap priceAnd the best thing is one day delivery Thanks Flipkart teamREAD MORE,Positive Review
good qualityREAD MORE,Positive Review
goodREAD MORE,Positive Review
After using will revert. ThanksREAD MORE,Positive Review
Nice shuttlesREAD MORE,Positive Review
shuttles goodREAD MORE,Positive Review
it's top&bottom cabs are very light weight!why?it's  original?READ MORE,Negative Review
good delivery . delivery on time.but delivery date is too longREAD MORE,Positive Review
Not coming longREAD MORE,Negative Review
goodREAD MORE,Positive Review
The shuttle is much better than the 2000 series. The additional weight keeps the shots in court.READ MORE,Positive Review
"the quality is quite OK, even though the date of manufacture is 9 months back.  suggestion is that date of manufacture should also be included in the product details.READ MORE",Positive Review
NiceREAD MORE,Negative Review
Excellent qualityREAD MORE,Positive Review
Very much appreciated .READ MORE,Positive Review
good one in reasonable priceREAD MORE,Positive Review
GoodREAD MORE,Positive Review
it's okREAD MORE,Negative Review
goodREAD MORE,Positive Review
Very low qualityREAD MORE,Negative Review
"Original product! Thats a very important thing to know . We are regular players and knew original quality.Go get it, you will enjoy it.READ MORE",Positive Review
everything is good.READ MORE,Positive Review
packing of the parcel is good but all 6(six) shuttle are broken and damage inside the pack. this time I feel like cheated.READ MORE,Negative Review
okREAD MORE,Positive Review
Super .... better than 200iREAD MORE,Positive Review
I was not so good in quality. The shuttles broke within 3-4 days of regular usage. Usually the other mavis 350 lasts around 1-1.5 week of regular usage.READ MORE,Negative Review
am Happy in day deliveryREAD MORE,Positive Review
Good worthyREAD MORE,Positive Review
Nice productREAD MORE,Positive Review
The worst product delivered please check  the product before thoroughly I have got a yonex cork its cover is like a original yonex cork but its a completely forged product inside it is a cheap cork brand know as rocker'sREAD MORE,Negative Review
goodREAD MORE,Negative Review
out of six shuttles only 4 was good 2 are looks like broken......READ MORE,Negative Review
"Always get the best deal in Flipkart, brilliant quality product and service.READ MORE",Positive Review
nice g o o dREAD MORE,Negative Review
Simply amazing!READ MORE,Positive Review
good productREAD MORE,Positive Review
just superb🤩READ MORE,Positive Review
NiceREAD MORE,Positive Review
awesomeREAD MORE,Positive Review
yoREAD MORE,Positive Review
original product... i think it was older stockREAD MORE,Positive Review
satisfied with shuttels Moving with expectations go up team flip 👏🏻🙌🏻👏🏻🙌🏻👏🏻🙌🏻READ MORE,Positive Review
quality productREAD MORE,Positive Review
osmREAD MORE,Positive Review
Nice productREAD MORE,Positive Review
Best cork i have ever usedREAD MORE,Positive Review
Original material tq flipkartREAD MORE,Positive Review
some shuttle are defaultREAD MORE,Negative Review
good not excellentREAD MORE,Negative Review
"genuine product, received it in 2 daysREAD MORE",Positive Review
A smart boy delivered the item in time after proper intimationREAD MORE,Positive Review
Super qualityREAD MORE,Positive Review
very good quality!!!!!......READ MORE,Positive Review
nice productREAD MORE,Positive Review
Chauchak Shuttle 😄😄😎😎READ MORE,Positive Review
very good quality of received box..thanksREAD MORE,Positive Review
"it had a rubber on the top and its not the plastic one.its good.But if you play very hardly with it ,it could  break in 3 to 4 weeks  or less.Depends upon your play .READ MORE",Positive Review
not bad... very slow in speedREAD MORE,Negative Review
"yes, it is original.READ MORE",Positive Review
goodREAD MORE,Positive Review
not good...after playing 1 game...shuttle is getting speed...may be not good quality.READ MORE,Negative Review
One day delivery by Flipkart without any issuesREAD MORE,Positive Review
Good qualityREAD MORE,Positive Review
very niceREAD MORE,Positive Review
This time it's good quality... i like it..READ MORE,Positive Review
very low quality birdies. 3 out of the 6 birdies were gone in a day. They were wobbling from the very first hit. I bought 2 packs. need to see whether the second one is also like this or whether it was just one defective pack. I don't want to return it because I already used 3 of it in a day and it didn't seem good on me to return.READ MORE,Negative Review
flipkart is not customer centricREAD MORE,Positive Review
Very nice to play with this cook.color - yellowspeed - slow 75yonex mavis 350 cap - green colorpack only 6 …      …   these are the qualities which is very best choice to play for everyone....READ MORE,Positive Review
Good oneREAD MORE,Positive Review
Very bad quality product.and don't try to purchaseREAD MORE,Negative Review
nice oneREAD MORE,Positive Review
doesn't last more than 3-4 gamesREAD MORE,Positive Review
The quality of the shuttles is not good as before.READ MORE,Negative Review
"Nice Quality and Fast Shipment. 1 shuttle last for at least 10 matches, so it's a great dealREAD MORE",Positive Review
good..READ MORE,Negative Review
Nice shuttleREAD MORE,Positive Review
SuprrBREAD MORE,Positive Review
goodREAD MORE,Positive Review
Amazingly fast delivery....i ordered it the day before yesterday evening and got it yesterday morning....Would recommend seller...and also shuttles are as expected.  Very much satisfied.READ MORE,Positive Review
